00006605-02_7_additional;236,39,56;245,243,244;222,191,170
00003260-03_1_front;243,242,240;44,81,125;235,209,196
00004042-06_4_full;246,240,216;211,218,224;217,168,138
00006195-01_4_full;54,52,55;48,43,47;226,179,149
00005698-01_4_full;26,30,33;241,242,247;187,146,128
00003120-01_4_full;225,225,225;28,61,102;210,174,152
00003732-48_4_full;248,241,233;228,235,241;243,213,187
00006763-08_1_front;242,240,241;231,182,87;224,181,147
00002488-01_4_full;238,244,244;156,184,205;233,196,170
00002830-03_7_additional;225,221,220;73,110,152;216,166,133
00005987-02_1_front;229,199,201;65,117,165;229,193,171
00005060-01_7_additional;44,44,46;229,229,231;209,164,133
00006903-01_4_full;221,218,213;61,97,131;212,164,142
00005840-09_4_full;240,240,242;33,33,35;214,168,144
00006339-01_4_full;79,112,157;58,29,31;179,133,118
00005316-05_4_full;200,240,239;227,237,239;243,211,173
00007447-04_4_full;46,38,35;159,177,191;251,216,178
00000261-03_7_additional;108,110,125;235,236,238;172,118,82
00001578-09_1_front;214,212,213;11,11,11;237,201,175
00006145-04_4_full;129,113,79;92,119,149;244,206,167
00003358-02_1_front;39,45,45;51,51,59;150,104,91
00004753-03_4_full;40,38,43;144,177,210;236,191,160
00000346-01_4_full;247,245,246;76,80,83;199,148,119
00005386-04_4_full;237,246,245;31,26,22;230,194,168
00000230-02_4_full;234,227,219;82,73,68;198,130,93
00005085-17_4_full;42,65,99;31,33,45;237,184,150
00002678-37_1_front;248,146,132;176,181,177;245,227,207
00003534-01_4_full;243,239,236;20,18,19;236,205,184
00006052-04_4_full;226,193,174;179,184,188;210,154,129
00007838-05_4_full;244,243,238;97,141,176;228,202,177
00001035-01_4_full;233,229,226;30,45,64;195,147,125
00000382-02_4_full;254,254,254;169,189,224;252,231,214
00000751-02_1_front;239,235,234;176,181,187;234,198,172
00007713-03_4_full;235,226,219;43,64,83;233,221,199
00006052-03_1_front;227,220,214;170,179,184;224,177,147
00005479-04_4_full;120,119,124;237,237,237;197,139,101
00005085-07_4_full;226,189,160;30,28,29;227,172,131
00006809-07_4_full;66,33,50;185,190,193;202,158,133
00000362-02_4_full;124,124,126;41,40,45;221,179,155
00007635-02_7_additional;41,40,45;226,225,221;223,180,161
00003218-01_4_full;125,131,147;8,9,11;200,162,139
00005632-02_7_additional;41,41,41;12,11,9;233,199,172
00007830-04_4_full;248,244,235;99,117,139;239,181,131
00002038-05_4_full;29,19,18;253,225,201;211,155,118
00005714-03_4_full;235,231,220;42,33,26;235,208,178
00005466-02_4_full;38,32,32;144,123,106;255,225,197
00006090-01_4_full;26,43,133;43,75,114;166,109,79
00002581-05_1_front;242,238,239;242,166,168;229,182,162
00001594-01_4_full;42,41,49;41,38,45;210,162,142
00007760-02_7_additional;16,16,14;29,27,28;236,202,177
00002089-09_7_additional;210,212,211;10,11,15;228,202,179
00002185-01_4_full;226,221,227;34,35,37;203,150,118
00002062-01_4_full;15,16,11;209,212,217;217,170,140
00000740-04_4_full;49,57,130;246,242,239;240,208,197
00005917-02_7_additional;229,229,229;169,186,202;225,176,144
00003061-01_1_front;215,215,215;31,30,25;221,170,141
00007292-03_1_front;230,228,233;156,184,198;222,188,161
00003616-02_1_front;152,48,71;50,83,116;143,88,58
00001906-02_7_additional;231,235,236;205,215,217;232,187,158
00007081-02_7_additional;221,220,218;15,42,71;217,184,167
00005506-02_4_full;244,243,241;39,54,83;233,196,177
00002941-06_4_full;125,120,127;185,203,215;198,148,125
00005774-03_4_full;233,228,232;18,34,59;232,196,174
00002121-31_7_additional;248,77,57;14,17,24;245,223,202
00002723-02_4_full;244,244,246;42,41,47;213,167,141
00006057-01_1_front;32,31,29;201,199,200;222,185,159
00003018-01_7_additional;247,242,222;23,33,58;236,213,195
00007675-02_7_additional;24,25,29;55,55,63;209,177,154
00007726-08_1_front;156,169,188;49,82,127;222,169,135
00006189-01_4_full;218,217,223;32,32,30;197,142,111
00003214-04_4_full;229,222,216;25,36,54;235,208,187
00006504-02_4_full;228,235,241;9,9,9;231,191,165
00007899-12_1_front;208,204,227;32,28,29;208,159,127
00000236-02_7_additional;229,229,229;17,17,15;231,207,195
00003862-06_1_front;173,204,209;242,241,246;229,197,174
00000780-01_1_front;40,37,44;152,150,155;205,158,128
00006924-01_4_full;255,254,255;38,32,32;240,210,186
00004595-01_4_full;27,32,38;231,229,232;239,212,195
00001215-01_1_front;235,232,225;176,184,186;218,178,152
00002300-03_4_full;50,47,56;221,222,227;234,210,198
00001334-05_4_full;182,220,221;232,231,229;210,158,134
00000828-05_1_front;120,96,62;112,88,54;208,150,110
00001656-02_1_front;237,237,237;23,19,18;200,156,121
00002868-02_7_additional;201,195,195;190,184,184;238,191,163
00001633-04_4_full;241,240,238;160,184,208;239,208,179
00006889-02_1_front;216,216,214;34,33,31;231,200,179
00006943-16_4_full;1,126,216;29,44,73;226,189,170
00004034-01_4_full;228,225,232;9,9,7;210,173,157
00005037-06_1_front;196,91,62;48,56,77;211,160,129
00007381-03_4_full;93,213,230;40,35,31;237,198,157
00004529-02_4_full;247,242,238;41,35,35;236,184,137
00006991-08_4_full;225,212,206;15,18,23;234,198,176
00005757-01_4_full;233,229,226;181,208,227;165,105,77
00006894-01_4_full;24,22,23;40,35,32;211,165,132
00001578-09_7_additional;205,203,204;8,8,8;231,186,147
00007568-03_4_full;240,231,224;164,182,194;206,155,128
00006036-04_4_full;241,247,245;236,238,235;233,188,165
00003829-01_1_front;243,242,248;15,19,30;232,204,183
00002162-52_4_full;13,70,177;241,246,249;243,209,171
00006011-04_4_full;217,228,222;107,128,159;245,202,160
00000559-01_1_front;43,38,45;155,106,89;126,89,73
00006847-04_4_full;146,88,87;40,70,106;210,163,137
00001975-01_4_full;45,55,152;220,179,161;242,189,145
00006552-03_1_front;130,118,78;230,230,232;210,180,170
00004880-02_4_full;242,242,240;152,176,200;204,146,108
00007418-02_4_full;64,85,102;38,60,84;197,143,117
00003098-02_1_front;224,222,223;198,203,209;239,212,193
00002620-02_7_additional;249,245,234;253,253,255;238,197,169
00001906-02_1_front;230,234,235;199,214,221;233,196,167
00000115-01_4_full;226,226,228;46,46,48;222,185,159
00007962-09_1_front;226,228,240;142,169,196;239,209,185
00004007-01_4_full;208,209,213;243,243,245;238,196,172
00007841-03_4_full;239,235,232;93,116,147;229,180,147
00003585-06_1_front;228,194,185;21,21,21;227,189,168
00002162-02_4_full;247,247,249;45,60,93;227,171,134
00001898-01_4_full;34,35,55;185,203,213;237,200,181
00002884-01_4_full;241,239,240;32,31,29;225,182,148
00001123-01_7_additional;32,36,37;239,239,239;238,216,195
00003523-08_4_full;0,82,184;64,78,113;243,207,173
00004405-03_4_full;28,26,27;175,193,207;223,181,157
00007374-01_4_full;10,17,35;15,20,26;235,208,187
00007779-07_1_front;152,56,60;16,15,11;230,190,164
00001829-01_4_full;240,240,242;238,241,246;208,153,122
00002766-01_4_full;34,34,34;207,212,218;237,208,192
00006207-02_1_front;24,24,24;228,229,231;234,200,175
00001262-09_1_front;220,192,207;40,42,57;213,176,160
00003209-03_1_front;231,231,231;142,164,178;215,173,148
00001110-01_4_full;164,144,143;183,177,181;231,188,156
00004665-02_4_full;68,49,35;50,55,75;233,194,177
00000038-01_4_full;234,234,234;20,17,12;200,141,111
00006610-01_7_additional;248,246,247;216,219,226;236,195,175
00003194-02_4_full;239,237,242;237,238,243;233,215,203
00007670-07_7_additional;225,224,230;22,21,16;198,139,105
00003315-03_1_front;214,216,215;203,220,227;238,211,182
00004593-07_4_full;240,32,54;241,242,244;227,180,162
00001445-03_4_full;249,248,246;41,37,74;231,186,153
00003901-03_1_front;121,114,122;240,239,245;216,165,146
00007933-02_1_front;243,239,236;70,140,191;235,213,192
00001431-02_4_full;188,183,179;141,157,170;210,164,130
00007328-03_1_front;37,32,29;88,113,154;252,225,195
00005962-02_1_front;232,232,232;30,31,35;225,188,159
00007279-06_4_full;103,99,74;22,21,17;196,132,96
00000246-02_4_full;229,229,229;59,61,73;204,160,133
00002149-02_4_full;145,176,205;47,54,73;255,217,178
00003798-02_1_front;94,86,123;33,32,37;191,138,98
00006457-02_4_full;43,36,30;50,45,52;247,197,148
00003523-47_4_full;255,153,149;215,216,218;230,184,150
00003248-02_4_full;35,33,34;27,32,36;246,229,213
00005138-05_1_front;243,241,244;85,70,37;224,178,155
00005656-02_7_additional;224,223,219;144,145,150;202,147,117
00001236-02_4_full;12,6,10;255,254,251;251,223,202
00001621-03_4_full;199,212,221;16,16,14;146,85,64
00006213-02_7_additional;227,212,207;9,9,11;165,112,80
00005954-05_4_full;55,59,96;188,201,209;224,195,179
00001538-01_1_front;28,30,29;22,23,18;216,171,138
00001269-02_7_additional;40,42,55;29,27,32;224,188,166
00001553-02_4_full;234,230,227;86,83,68;215,164,133
00002789-04_4_full;41,45,48;188,197,202;229,206,188
00006763-09_4_full;237,235,236;218,234,247;220,175,152
00005952-02_4_full;37,36,42;119,119,131;227,192,173
00001619-02_7_additional;45,49,52;146,171,193;223,188,166
00007691-05_1_front;210,217,223;242,240,241;232,197,178
00003137-06_4_full;222,217,213;75,70,76;225,193,178
00006096-03_4_full;215,218,223;153,147,111;234,199,177
00003265-01_7_additional;55,54,50;167,194,213;232,204,190
00005085-01_4_full;255,243,231;138,104,76;230,160,101
00003626-02_4_full;251,250,248;175,191,204;239,186,152
00007923-03_7_additional;54,70,122;166,175,182;240,213,194
00000853-01_1_front;29,25,24;33,28,32;224,166,128
00007661-05_1_front;236,216,181;56,57,61;234,198,172
00007182-02_1_front;58,52,54;119,59,59;241,215,192
00004633-06_4_full;231,236,146;18,13,9;231,173,136
00003293-03_1_front;249,248,246;216,204,188;227,182,149
00006960-04_4_full;245,224,177;194,205,209;237,194,162
00007756-02_1_front;204,203,199;5,5,5;238,218,194
00005523-02_1_front;41,41,41;53,54,56;213,159,131
00001969-02_4_full;235,239,240;25,24,30;232,204,182
00004004-05_4_full;166,131,101;40,37,32;234,196,173
00000935-01_7_additional;70,68,79;22,21,26;234,197,178
00001331-01_4_full;161,162,167;16,16,14;184,143,125
00003523-66_7_additional;188,65,58;116,141,172;225,181,146
00007358-03_1_front;222,220,221;245,243,244;228,181,155
00005344-03_4_full;22,23,28;78,105,150;214,173,155
00000010-02_1_front;242,248,248;29,32,39;235,217,197
00002447-04_4_full;255,111,134;29,32,39;238,211,192
00000178-01_7_additional;163,159,158;54,34,27;175,119,104
00007513-01_4_full;245,245,247;58,62,65;221,175,149
00005972-02_4_full;254,220,193;39,29,28;230,177,135
00004330-04_4_full;226,221,217;179,196,204;215,173,149
00003376-02_7_additional;231,229,230;17,35,59;228,196,175
00005368-01_7_additional;127,129,188;190,207,215;246,230,215
00006181-01_1_front;70,73,56;23,21,22;227,185,161
00001877-11_4_full;249,121,136;102,117,140;233,185,149
00002152-03_4_full;96,96,98;39,34,31;203,173,149
00007058-02_1_front;224,224,224;53,51,54;237,208,190
00003573-02_1_front;31,34,53;34,43,52;226,194,173
00003278-03_7_additional;156,151,148;155,164,173;225,188,162
00000853-02_1_front;216,178,129;35,29,33;235,176,134
00000081-01_4_full;232,149,119;21,20,16;142,84,64
00007071-02_1_front;33,27,27;42,36,36;222,177,144
00002833-02_7_additional;83,74,79;35,34,39;222,172,139
00005138-01_4_full;243,241,244;245,245,247;207,151,124
00003776-07_4_full;116,36,45;60,58,61;224,180,153
00003515-02_7_additional;37,41,68;26,28,43;228,187,159
00003087-05_4_full;211,202,203;32,29,24;188,134,110
00006863-73_1_front;237,192,3;32,32,34;214,158,123
00000669-02_7_additional;40,30,29;14,12,13;232,202,174
00006084-05_4_full;248,244,235;186,205,212;233,185,145
00001062-03_7_additional;32,33,37;70,52,48;214,163,132
00001240-02_4_full;231,221,229;13,13,11;227,194,177
00002608-07_1_front;88,19,38;178,196,208;226,186,161
00000664-06_4_full;37,32,28;10,10,10;224,181,149
00007262-03_4_full;69,68,76;52,56,67;222,191,173
00006809-05_4_full;231,231,233;199,203,204;209,162,142
00004639-02_4_full;201,219,219;20,20,20;190,136,112
00007840-12_4_full;66,76,112;149,170,187;214,173,145
00000361-01_1_front;245,243,246;157,174,192;233,193,167
00006683-05_4_full;243,241,242;43,41,46;225,192,173
00002384-01_4_full;33,31,34;60,93,128;241,210,182
00007767-07_1_front;136,167,195;135,165,191;233,205,191
00002585-03_1_front;244,235,236;58,57,65;235,204,184
00007069-02_7_additional;253,252,248;35,34,29;221,176,143
00005535-08_4_full;26,25,23;134,161,182;229,181,141
00005206-08_4_full;255,242,236;255,235,142;245,187,150
00006773-02_1_front;33,31,32;145,90,69;234,197,168
00001615-06_1_front;112,98,71;20,22,21;174,126,106
00000720-02_7_additional;42,31,27;31,37,49;236,201,179
00005187-03_1_front;211,150,25;64,62,65;203,147,112
00004026-04_4_full;242,241,237;235,232,227;236,197,158
00007936-02_7_additional;35,35,37;48,51,56;209,163,140
00003862-05_4_full;35,34,32;241,240,245;236,206,182
00005124-02_4_full;213,196,204;134,157,188;184,120,93
00003660-08_7_additional;191,212,229;36,43,62;212,177,149
00001832-01_1_front;43,0,0;193,210,218;240,223,205
00005175-01_1_front;176,207,228;166,198,219;201,155,129
00005031-02_4_full;193,49,40;24,32,53;246,233,224
00004981-03_4_full;249,250,254;56,51,57;236,193,159
00007022-20_4_full;240,237,232;234,242,245;244,219,197
00001905-03_4_full;51,46,52;102,119,149;249,232,222
00006102-01_1_front;35,35,37;246,246,248;235,209,196
00002201-15_1_front;1,175,199;174,183,188;232,186,150
00003943-04_4_full;229,222,212;117,119,116;208,158,125
00001515-05_1_front;227,226,224;52,87,117;209,162,136
00002691-01_1_front;28,28,28;241,240,246;232,195,168
00007327-02_7_additional;234,216,202;52,37,34;214,164,141
00007704-02_4_full;241,228,212;17,27,39;239,208,188
00006763-05_1_front;237,235,236;180,45,49;201,146,116
00000380-05_4_full;230,228,229;13,20,28;228,194,167
00005586-01_4_full;196,195,191;72,37,35;232,184,148
00007198-03_1_front;243,244,248;25,23,26;221,175,149
00003017-02_4_full;79,39,50;86,121,163;196,156,148
00002851-01_4_full;13,13,11;7,6,2;213,164,124
00003850-01_1_front;236,236,236;30,46,79;242,225,207
00006307-01_4_full;141,126,105;26,31,61;241,204,178
00002012-02_7_additional;244,243,241;204,214,216;236,200,166
00006602-06_4_full;84,37,47;150,177,206;248,214,186
00003181-02_7_additional;242,241,239;62,97,129;212,163,130
00006966-02_4_full;235,235,237;205,205,205;207,156,111
00002886-03_4_full;53,48,52;248,248,250;236,205,185
00000303-03_1_front;244,240,237;225,222,217;227,191,169
00001695-02_4_full;248,245,240;36,30,32;237,185,148
00007721-43_4_full;231,231,233;52,48,49;242,200,158
00006220-01_1_front;174,175,180;148,149,154;233,198,178
00003998-02_4_full;46,42,43;244,245,247;246,220,203
00005061-02_7_additional;52,47,51;60,81,112;203,154,122
00006080-07_4_full;210,212,227;32,27,24;201,153,131
00007341-03_4_full;68,66,71;210,223,231;218,165,133
00002959-02_4_full;115,100,103;224,221,216;217,168,136
00007835-02_1_front;203,49,47;42,38,37;212,152,115
00002201-17_4_full;1,138,216;155,169,182;230,184,151
00005133-02_1_front;225,225,227;39,38,43;218,181,155
00005627-01_4_full;230,227,234;185,195,205;217,178,161
00002678-41_4_full;170,170,178;43,75,116;230,192,173
00007918-04_4_full;38,36,41;34,24,22;245,214,193
00005560-01_1_front;230,227,222;55,55,57;212,163,130
00007258-02_7_additional;168,199,220;141,138,131;197,144,110
00003114-06_4_full;242,240,241;121,142,173;209,164,141
00002121-30_7_additional;217,216,212;13,16,21;241,224,208
00002512-04_4_full;18,18,18;60,97,141;211,169,147
00007684-08_4_full;50,48,51;49,45,46;208,158,135
00006474-02_4_full;242,219,203;42,32,31;234,171,136
00001705-03_7_additional;47,43,44;51,45,45;228,178,145
00005593-03_7_additional;161,55,69;40,39,45;236,199,180
00004951-03_4_full;240,233,225;145,166,187;240,204,172
00007680-03_4_full;39,40,42;222,223,225;218,173,144
00001627-10_1_front;169,142,161;65,96,142;224,177,159
00003107-02_1_front;128,124,123;239,235,232;236,204,181
00002256-02_4_full;238,238,240;30,28,33;202,152,125
00005479-06_4_full;240,240,240;238,239,241;227,180,160
00003273-02_4_full;42,41,46;166,184,194;198,157,139
00007863-10_1_front;207,209,221;227,227,227;207,159,137
00007903-05_4_full;36,35,41;40,39,45;219,178,160
00003575-01_4_full;34,33,31;245,245,245;242,216,193
00005612-05_7_additional;233,224,191;29,52,83;232,196,162
00003113-02_1_front;246,244,245;148,179,199;236,218,204
00005572-02_4_full;247,247,247;45,45,47;227,190,161
00001562-02_7_additional;150,200,223;160,191,219;218,169,129
00006884-01_4_full;235,234,239;163,189,204;213,167,134
00007402-03_4_full;237,237,239;36,36,34;217,179,160
00002189-02_1_front;233,231,232;77,111,156;221,190,170
00007200-02_7_additional;200,199,179;137,156,163;214,172,148
00005970-04_4_full;51,50,90;253,253,251;222,156,106
00001705-05_7_additional;198,181,174;41,36,40;221,167,131
00002370-01_1_front;235,174,120;33,28,32;236,188,148
00004701-01_4_full;242,234,221;47,45,50;226,186,160
00002170-01_7_additional;232,231,227;138,165,186;239,212,191
00003767-06_4_full;103,30,39;199,195,192;216,170,146
00006671-01_4_full;41,46,75;209,211,223;204,158,142
00002162-32_4_full;69,71,58;173,193,217;245,211,186
00001663-01_1_front;51,45,47;87,102,135;218,172,149
00007356-05_7_additional;235,235,235;90,124,151;237,196,168
00004945-05_4_full;161,156,160;51,47,46;248,212,176
00000729-02_4_full;21,20,25;240,239,237;208,154,126
00006592-06_7_additional;142,24,46;49,50,55;229,194,174
00007977-02_4_full;240,241,243;61,62,67;227,192,173
00003632-03_4_full;90,87,94;41,42,47;211,170,148
00002511-02_4_full;194,193,189;61,99,138;212,166,133
00002098-02_4_full;106,35,53;36,31,37;251,205,172
00003978-02_4_full;43,43,45;227,225,226;211,169,144
00006976-02_4_full;208,221,229;32,39,57;225,199,184
00007157-02_1_front;249,249,251;29,28,26;225,180,151
00004971-04_4_full;142,135,106;175,182,188;232,187,154
00000306-01_7_additional;238,244,244;244,247,240;229,182,156
00007182-02_7_additional;62,56,58;117,57,57;237,201,177
00006717-03_1_front;240,249,248;82,115,156;236,200,174
00000778-07_4_full;107,154,160;193,204,210;241,223,203
00005879-01_1_front;243,239,236;159,174,177;235,201,174
00007639-03_1_front;128,104,70;28,28,26;234,203,175
00000206-01_1_front;239,237,240;62,88,113;238,211,190
00005863-01_4_full;240,240,240;25,24,20;220,183,165
00001705-05_1_front;241,239,242;50,44,44;198,147,128
00002121-19_1_front;119,44,48;104,128,162;243,218,198
00007953-01_4_full;46,45,43;238,238,240;208,166,144
00003900-05_4_full;206,194,178;14,23,32;222,170,131
00001258-02_4_full;250,250,250;38,38,40;233,189,162
00004637-04_4_full;239,236,231;193,211,225;224,188,166
00001404-01_4_full;125,52,63;47,41,43;247,211,175
00007662-03_1_front;242,241,237;40,39,45;199,153,127
00001212-17_4_full;0,165,133;244,246,245;246,211,179
00002581-09_1_front;239,237,238;136,184,198;226,180,156
00001627-07_1_front;207,232,237;58,90,131;219,174,155
00004226-01_4_full;180,177,172;10,11,15;232,203,187
00002275-02_7_additional;31,30,35;142,93,76;133,86,70
00000322-06_4_full;21,22,17;235,179,60;237,207,183
